meta:config.TRAIN_DIR='data/train',config.BATCH_SIZE=128,config.NUM_EPOCHS=300,config.LEARNING_RATE=1e-05,config.LAMBDA_IDENTITY=0.0,10,300,config.LOAD_MODEL=False,config.N_POINTS=2048
idx,D_loss,G_M_loss,G_F_loss,cycle_loss,G_loss,epoch
0,0.5162991285324097,0.25620731711387634,0.2776114046573639,0.47762295603752136,1.011441707611084,0
1,0.5259705185890198,0.2491399347782135,0.27465903759002686,0.4776241183280945,1.0014231204986572,0
2,0.5218907594680786,0.25418609380722046,0.2795363664627075,0.47762608528137207,1.0113484859466553,0
3,0.5193244814872742,0.2549511194229126,0.275393009185791,0.47762593626976013,1.0079700946807861,0
4,0.518913984298706,0.2520263195037842,0.27183979749679565,0.4776241183280945,1.0014902353286743,0
5,0.5226616859436035,0.26210397481918335,0.26944613456726074,0.4776236414909363,1.0091737508773804,0
6,0.5209891200065613,0.25705623626708984,0.28008633852005005,0.4776225984096527,1.0147651433944702,0
7,0.5150057077407837,0.2529531419277191,0.28179872035980225,0.47762352228164673,1.0123753547668457,0
8,0.5230026841163635,0.25490081310272217,0.2724494934082031,0.47762274742126465,1.00497305393219,0
9,0.5133711099624634,0.2597493827342987,0.2726098597049713,0.4776220917701721,1.009981393814087,0
0,0.5084945559501648,0.2551705837249756,0.27831679582595825,0.4776225686073303,1.0111099481582642,1
1,0.5217320919036865,0.2622891962528229,0.2699225842952728,0.46787029504776,1.000082015991211,1
2,0.5170984864234924,0.2590349316596985,0.2768271267414093,0.4678729176521301,1.003735065460205,1
3,0.5165191888809204,0.2548384964466095,0.27809950709342957,0.4568970799446106,0.9898350834846497,1
4,0.5146368145942688,0.2601587176322937,0.2742437720298767,0.44651421904563904,0.9809167385101318,1
5,0.5167876482009888,0.24653305113315582,0.27948129177093506,0.4364372491836548,0.9624515771865845,1
6,0.513987123966217,0.25703686475753784,0.2723528742790222,0.42534691095352173,0.9547366499900818,1
7,0.5125725865364075,0.254223495721817,0.28371042013168335,0.41486644744873047,0.9528003931045532,1
8,0.5066423416137695,0.2559395134449005,0.27982696890830994,0.4052470326423645,0.941013514995575,1
9,0.5132964253425598,0.25931233167648315,0.2803661823272705,0.39583462476730347,0.9355131387710571,1
0,0.5094079971313477,0.2634965777397156,0.27529895305633545,0.38621264696121216,0.9250081777572632,2
1,0.5057793855667114,0.26360273361206055,0.27747872471809387,0.3781217038631439,0.9192031621932983,2
2,0.49798935651779175,0.25808316469192505,0.27445659041404724,0.36975914239883423,0.9022988677024841,2
3,0.5053050518035889,0.2597261071205139,0.2727712392807007,0.3622121214866638,0.8947094678878784,2
4,0.4973958134651184,0.26294025778770447,0.2780696749687195,0.3539446294307709,0.8949545621871948,2
5,0.5012601613998413,0.2595582902431488,0.27543580532073975,0.34678229689598083,0.8817764520645142,2
6,0.49543118476867676,0.2567686438560486,0.2750471234321594,0.33962327241897583,0.8714390397071838,2
7,0.4951281249523163,0.26419633626937866,0.27501338720321655,0.3324294090270996,0.8716391324996948,2
8,0.49786630272865295,0.2622290849685669,0.2769619822502136,0.3248404264450073,0.8640314936637878,2
9,0.4973258972167969,0.2638235092163086,0.28048548102378845,0.31724852323532104,0.8615575432777405,2
0,0.49079132080078125,0.2695518136024475,0.2751898765563965,0.3172495365142822,0.8619912266731262,3
1,0.4825214445590973,0.26703953742980957,0.28072839975357056,0.31075072288513184,0.858518660068512,3
